GEOid2,GEOdisplaylabel,hispanic_pop_perc
48113014311,"Census Tract 143.11, Dallas County, Texas",5
48113014312,"Census Tract 143.12, Dallas County, Texas",13
48113014403,"Census Tract 144.03, Dallas County, Texas",37
48113014405,"Census Tract 144.05, Dallas County, Texas",61
48113014406,"Census Tract 144.06, Dallas County, Texas",54
48113014407,"Census Tract 144.07, Dallas County, Texas",55
48113014408,"Census Tract 144.08, Dallas County, Texas",38
48113014501,"Census Tract 145.01, Dallas County, Texas",39
48113014502,"Census Tract 145.02, Dallas County, Texas",58
48113014601,"Census Tract 146.01, Dallas County, Texas",51
48113014602,"Census Tract 146.02, Dallas County, Texas",69
48113014603,"Census Tract 146.03, Dallas County, Texas",69
48113014701,"Census Tract 147.01, Dallas County, Texas",71
48113014702,"Census Tract 147.02, Dallas County, Texas",62
48113014703,"Census Tract 147.03, Dallas County, Texas",69
48113014901,"Census Tract 149.01, Dallas County, Texas",73
48113014902,"Census Tract 149.02, Dallas County, Texas",64
48113015000,"Census Tract 150, Dallas County, Texas",60
48113015100,"Census Tract 151, Dallas County, Texas",51
48113015202,"Census Tract 152.02, Dallas County, Texas",68
48113015204,"Census Tract 152.04, Dallas County, Texas",40
48113015205,"Census Tract 152.05, Dallas County, Texas",64
48113015206,"Census Tract 152.06, Dallas County, Texas",42
48113015303,"Census Tract 153.03, Dallas County, Texas",60
48113015304,"Census Tract 153.04, Dallas County, Texas",47
48113015305,"Census Tract 153.05, Dallas County, Texas",44
48113015306,"Census Tract 153.06, Dallas County, Texas",30
48113015401,"Census Tract 154.01, Dallas County, Texas",22
48113015403,"Census Tract 154.03, Dallas County, Texas",47
48113015404,"Census Tract 154.04, Dallas County, Texas",59
48113015500,"Census Tract 155, Dallas County, Texas",49
48113015600,"Census Tract 156, Dallas County, Texas",77
48113015700,"Census Tract 157, Dallas County, Texas",74
48113015800,"Census Tract 158, Dallas County, Texas",71
48113015900,"Census Tract 159, Dallas County, Texas",52
48113016001,"Census Tract 160.01, Dallas County, Texas",62
48113016002,"Census Tract 160.02, Dallas County, Texas",60
48113016100,"Census Tract 161, Dallas County, Texas",29
48113016201,"Census Tract 162.01, Dallas County, Texas",53
48113016202,"Census Tract 162.02, Dallas County, Texas",52
48113016301,"Census Tract 163.01, Dallas County, Texas",65
48113016302,"Census Tract 163.02, Dallas County, Texas",65
48113016401,"Census Tract 164.01, Dallas County, Texas",38
48113016406,"Census Tract 164.06, Dallas County, Texas",49
48113016407,"Census Tract 164.07, Dallas County, Texas",55
48113016408,"Census Tract 164.08, Dallas County, Texas",43
48113016409,"Census Tract 164.09, Dallas County, Texas",22
48113016410,"Census Tract 164.10, Dallas County, Texas",25
48113016411,"Census Tract 164.11, Dallas County, Texas",30
48113016412,"Census Tract 164.12, Dallas County, Texas",17
48113016413,"Census Tract 164.13, Dallas County, Texas",23
48113016502,"Census Tract 165.02, Dallas County, Texas",43
48113016509,"Census Tract 165.09, Dallas County, Texas",22
48113016510,"Census Tract 165.10, Dallas County, Texas",28
48113016511,"Census Tract 165.11, Dallas County, Texas",24
48113016513,"Census Tract 165.13, Dallas County, Texas",14
48113016514,"Census Tract 165.14, Dallas County, Texas",19
48113016516,"Census Tract 165.16, Dallas County, Texas",38
48113016517,"Census Tract 165.17, Dallas County, Texas",29
48113016518,"Census Tract 165.18, Dallas County, Texas",31
48113016519,"Census Tract 165.19, Dallas County, Texas",26
48113016520,"Census Tract 165.20, Dallas County, Texas",45
48113016521,"Census Tract 165.21, Dallas County, Texas",17
48113016522,"Census Tract 165.22, Dallas County, Texas",13
48113016523,"Census Tract 165.23, Dallas County, Texas",11
48113016605,"Census Tract 166.05, Dallas County, Texas",32
48113016606,"Census Tract 166.06, Dallas County, Texas",21
48113016607,"Census Tract 166.07, Dallas County, Texas",11
48113016610,"Census Tract 166.10, Dallas County, Texas",8
48113016611,"Census Tract 166.11, Dallas County, Texas",10
48113016612,"Census Tract 166.12, Dallas County, Texas",9
48113016615,"Census Tract 166.15, Dallas County, Texas",17
48113016616,"Census Tract 166.16, Dallas County, Texas",22
48113016617,"Census Tract 166.17, Dallas County, Texas",8
48113016618,"Census Tract 166.18, Dallas County, Texas",8
48113016619,"Census Tract 166.19, Dallas County, Texas",14
48113016620,"Census Tract 166.20, Dallas County, Texas",9
48113016621,"Census Tract 166.21, Dallas County, Texas",25
48113016622,"Census Tract 166.22, Dallas County, Texas",18
48113016623,"Census Tract 166.23, Dallas County, Texas",18
48113016624,"Census Tract 166.24, Dallas County, Texas",17
48113016625,"Census Tract 166.25, Dallas County, Texas",14
48113016626,"Census Tract 166.26, Dallas County, Texas",20
48113016701,"Census Tract 167.01, Dallas County, Texas",5
48113016703,"Census Tract 167.03, Dallas County, Texas",22
48113016704,"Census Tract 167.04, Dallas County, Texas",14
48113016705,"Census Tract 167.05, Dallas County, Texas",11
48113016802,"Census Tract 168.02, Dallas County, Texas",19
48113016803,"Census Tract 168.03, Dallas County, Texas",16
48113016804,"Census Tract 168.04, Dallas County, Texas",7
48113016902,"Census Tract 169.02, Dallas County, Texas",30
48113016903,"Census Tract 169.03, Dallas County, Texas",42
48113017001,"Census Tract 170.01, Dallas County, Texas",26
48113017003,"Census Tract 170.03, Dallas County, Texas",35
48113017004,"Census Tract 170.04, Dallas County, Texas",56
48113017101,"Census Tract 171.01, Dallas County, Texas",44
48113017102,"Census Tract 171.02, Dallas County, Texas",50
48113017201,"Census Tract 172.01, Dallas County, Texas",44
48113017202,"Census Tract 172.02, Dallas County, Texas",36
48113017301,"Census Tract 173.01, Dallas County, Texas",37
48113017303,"Census Tract 173.03, Dallas County, Texas",21
48113017304,"Census Tract 173.04, Dallas County, Texas",19
48113017305,"Census Tract 173.05, Dallas County, Texas",19
48113017306,"Census Tract 173.06, Dallas County, Texas",30
48113017400,"Census Tract 174, Dallas County, Texas",24
48113017500,"Census Tract 175, Dallas County, Texas",19
48113017602,"Census Tract 176.02, Dallas County, Texas",36
48113017604,"Census Tract 176.04, Dallas County, Texas",42
48113017605,"Census Tract 176.05, Dallas County, Texas",51
48113017606,"Census Tract 176.06, Dallas County, Texas",41
48113017702,"Census Tract 177.02, Dallas County, Texas",21
48113017703,"Census Tract 177.03, Dallas County, Texas",34
48113017704,"Census Tract 177.04, Dallas County, Texas",36
48113017804,"Census Tract 178.04, Dallas County, Texas",31
48113017805,"Census Tract 178.05, Dallas County, Texas",24
48113017806,"Census Tract 178.06, Dallas County, Texas",36
48113017807,"Census Tract 178.07, Dallas County, Texas",38
48113017808,"Census Tract 178.08, Dallas County, Texas",19
48113017811,"Census Tract 178.11, Dallas County, Texas",18
48113017812,"Census Tract 178.12, Dallas County, Texas",20
48113017813,"Census Tract 178.13, Dallas County, Texas",25
48113017814,"Census Tract 178.14, Dallas County, Texas",17
48113017900,"Census Tract 179, Dallas County, Texas",47
48113018001,"Census Tract 180.01, Dallas County, Texas",34
48113018002,"Census Tract 180.02, Dallas County, Texas",43
48113018104,"Census Tract 181.04, Dallas County, Texas",13
48113018105,"Census Tract 181.05, Dallas County, Texas",58
48113018110,"Census Tract 181.10, Dallas County, Texas",8
48113018111,"Census Tract 181.11, Dallas County, Texas",34
48113018118,"Census Tract 181.18, Dallas County, Texas",19
48113018120,"Census Tract 181.20, Dallas County, Texas",21
48113018121,"Census Tract 181.21, Dallas County, Texas",39
48113018122,"Census Tract 181.22, Dallas County, Texas",15
48113018123,"Census Tract 181.23, Dallas County, Texas",20
48113018124,"Census Tract 181.24, Dallas County, Texas",15
48113018126,"Census Tract 181.26, Dallas County, Texas",32
48113018127,"Census Tract 181.27, Dallas County, Texas",48
48113018128,"Census Tract 181.28, Dallas County, Texas",34
48113018129,"Census Tract 181.29, Dallas County, Texas",19
48113018130,"Census Tract 181.30, Dallas County, Texas",22
48113018132,"Census Tract 181.32, Dallas County, Texas",20
48113018133,"Census Tract 181.33, Dallas County, Texas",19
48113018134,"Census Tract 181.34, Dallas County, Texas",16
48113018135,"Census Tract 181.35, Dallas County, Texas",16
48113018136,"Census Tract 181.36, Dallas County, Texas",9
48113018137,"Census Tract 181.37, Dallas County, Texas",15
48113018138,"Census Tract 181.38, Dallas County, Texas",20
48113018139,"Census Tract 181.39, Dallas County, Texas",15
48113018140,"Census Tract 181.40, Dallas County, Texas",15
48113018141,"Census Tract 181.41, Dallas County, Texas",19
48113018142,"Census Tract 181.42, Dallas County, Texas",20
48113018203,"Census Tract 182.03, Dallas County, Texas",48
48113018204,"Census Tract 182.04, Dallas County, Texas",74
48113018205,"Census Tract 182.05, Dallas County, Texas",58
48113018206,"Census Tract 182.06, Dallas County, Texas",66
48113018300,"Census Tract 183, Dallas County, Texas",52
48113018401,"Census Tract 184.01, Dallas County, Texas",48
48113018402,"Census Tract 184.02, Dallas County, Texas",27
48113018403,"Census Tract 184.03, Dallas County, Texas",40
48113018501,"Census Tract 185.01, Dallas County, Texas",44
48113018503,"Census Tract 185.03, Dallas County, Texas",26
48113018505,"Census Tract 185.05, Dallas County, Texas",29
48113018506,"Census Tract 185.06, Dallas County, Texas",44
48113018600,"Census Tract 186, Dallas County, Texas",27
48113018700,"Census Tract 187, Dallas County, Texas",63
48113018801,"Census Tract 188.01, Dallas County, Texas",44
48113018802,"Census Tract 188.02, Dallas County, Texas",33
48113018900,"Census Tract 189, Dallas County, Texas",39
48113019004,"Census Tract 190.04, Dallas County, Texas",31
48113019013,"Census Tract 190.13, Dallas County, Texas",72
48113019014,"Census Tract 190.14, Dallas County, Texas",43
48113019016,"Census Tract 190.16, Dallas County, Texas",24
48113019018,"Census Tract 190.18, Dallas County, Texas",16
48113019019,"Census Tract 190.19, Dallas County, Texas",25
48113019020,"Census Tract 190.20, Dallas County, Texas",15
48113019021,"Census Tract 190.21, Dallas County, Texas",28
48113019023,"Census Tract 190.23, Dallas County, Texas",10
48113019024,"Census Tract 190.24, Dallas County, Texas",12
48113019025,"Census Tract 190.25, Dallas County, Texas",11
48113019026,"Census Tract 190.26, Dallas County, Texas",14
48113019027,"Census Tract 190.27, Dallas County, Texas",14
48113019028,"Census Tract 190.28, Dallas County, Texas",23
48113019029,"Census Tract 190.29, Dallas County, Texas",18
48113019031,"Census Tract 190.31, Dallas County, Texas",12
48113019032,"Census Tract 190.32, Dallas County, Texas",53
48113019033,"Census Tract 190.33, Dallas County, Texas",59
48113019034,"Census Tract 190.34, Dallas County, Texas",16
48113019035,"Census Tract 190.35, Dallas County, Texas",42
48113019036,"Census Tract 190.36, Dallas County, Texas",8
48113019037,"Census Tract 190.37, Dallas County, Texas",11
48113019038,"Census Tract 190.38, Dallas County, Texas",10
48113019039,"Census Tract 190.39, Dallas County, Texas",25
48113019040,"Census Tract 190.40, Dallas County, Texas",9
48113019041,"Census Tract 190.41, Dallas County, Texas",6
48113019042,"Census Tract 190.42, Dallas County, Texas",12
48113019043,"Census Tract 190.43, Dallas County, Texas",7
48113019100,"Census Tract 191, Dallas County, Texas",14
48113019202,"Census Tract 192.02, Dallas County, Texas",25
48113019203,"Census Tract 192.03, Dallas County, Texas",8
48113019204,"Census Tract 192.04, Dallas County, Texas",51
48113019205,"Census Tract 192.05, Dallas County, Texas",4
48113019206,"Census Tract 192.06, Dallas County, Texas",11
48113019208,"Census Tract 192.08, Dallas County, Texas",63
48113019210,"Census Tract 192.10, Dallas County, Texas",5
48113019211,"Census Tract 192.11, Dallas County, Texas",14
48113019212,"Census Tract 192.12, Dallas County, Texas",92
48113019213,"Census Tract 192.13, Dallas County, Texas",50
48113019301,"Census Tract 193.01, Dallas County, Texas",3
48113019302,"Census Tract 193.02, Dallas County, Texas",7
48113019400,"Census Tract 194, Dallas County, Texas",4
48113019501,"Census Tract 195.01, Dallas County, Texas",2
48113019502,"Census Tract 195.02, Dallas County, Texas",3
48113019600,"Census Tract 196, Dallas County, Texas",4
48113019700,"Census Tract 197, Dallas County, Texas",3
48113019800,"Census Tract 198, Dallas County, Texas",3
48113019900,"Census Tract 199, Dallas County, Texas",88
48113020000,"Census Tract 200, Dallas County, Texas",10
48113020100,"Census Tract 201, Dallas County, Texas",55
48113020200,"Census Tract 202, Dallas County, Texas",6
48113020300,"Census Tract 203, Dallas County, Texas",5
48113020400,"Census Tract 204, Dallas County, Texas",19
48113020500,"Census Tract 205, Dallas County, Texas",33
48113020600,"Census Tract 206, Dallas County, Texas",5
48113020700,"Census Tract 207, Dallas County, Texas",19
48113980000,"Census Tract 9800, Dallas County, Texas",0
48113980100,"Census Tract 9801, Dallas County, Texas",50
48115950401,"Census Tract 9504.01, Dawson County, Texas",46
48115950402,"Census Tract 9504.02, Dawson County, Texas",50
48115950500,"Census Tract 9505, Dawson County, Texas",58
48115950600,"Census Tract 9506, Dawson County, Texas",33
48117950300,"Census Tract 9503, Deaf Smith County, Texas",59
48117950400,"Census Tract 9504, Deaf Smith County, Texas",66
48117950500,"Census Tract 9505, Deaf Smith County, Texas",78
48117950600,"Census Tract 9506, Deaf Smith County, Texas",43
48119950100,"Census Tract 9501, Delta County, Texas",4
48119950200,"Census Tract 9502, Delta County, Texas",4
48121020103,"Census Tract 201.03, Denton County, Texas",14
48121020104,"Census Tract 201.04, Denton County, Texas",16
48121020105,"Census Tract 201.05, Denton County, Texas",13
48121020106,"Census Tract 201.06, Denton County, Texas",10
48121020107,"Census Tract 201.07, Denton County, Texas",13
48121020108,"Census Tract 201.08, Denton County, Texas",15
48121020109,"Census Tract 201.09, Denton County, Texas",13
48121020110,"Census Tract 201.10, Denton County, Texas",12
48121020111,"Census Tract 201.11, Denton County, Texas",6
48121020112,"Census Tract 201.12, Denton County, Texas",10
48121020113,"Census Tract 201.13, Denton County, Texas",22
48121020114,"Census Tract 201.14, Denton County, Texas",27
48121020115,"Census Tract 201.15, Denton County, Texas",26
48121020202,"Census Tract 202.02, Denton County, Texas",13
48121020203,"Census Tract 202.03, Denton County, Texas",14
48121020204,"Census Tract 202.04, Denton County, Texas",9
48121020205,"Census Tract 202.05, Denton County, Texas",7
48121020303,"Census Tract 203.03, Denton County, Texas",9
48121020305,"Census Tract 203.05, Denton County, Texas",4
48121020306,"Census Tract 203.06, Denton County, Texas",13
48121020307,"Census Tract 203.07, Denton County, Texas",10
48121020308,"Census Tract 203.08, Denton County, Texas",14
48121020309,"Census Tract 203.09, Denton County, Texas",8
48121020310,"Census Tract 203.10, Denton County, Texas",2
48121020401,"Census Tract 204.01, Denton County, Texas",19
48121020402,"Census Tract 204.02, Denton County, Texas",10
48121020403,"Census Tract 204.03, Denton County, Texas",11
48121020503,"Census Tract 205.03, Denton County, Texas",15
48121020504,"Census Tract 205.04, Denton County, Texas",34
